question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall,filename
"So, you said that we plan to expand from 17 to maybe 50 locations in the next few months. Possible to highlight what percentage of the addressable market is this covering? ","By the end of this year, the expansion plan will cover almost about 60% of the addressable market through at least one store in each location.","[""Rakesh Sharma: See, our approach is that we cannot deal with the macroeconomics of currency devaluation through change in FOB pricing. Because that just doesn't work out. So, if there have been any pricing changes, they've been more in response to a competitive situation or an opportunity to improve rather than to the macroeconomic condition. So, we will continue with that approach.\n\nSiddhartha Bera: Sir, last question on the Triumph side. So, you said that we plan to expand from 17 to maybe 50 locations in the next few months. Possible to highlight what percentage of the addressable market is this covering? And how the ramp-up will happen after that?""
 ""Rakesh Sharma: By end of this year, we will be covering almost about 60% of the addressable market through at least one store in the location. At this point of time, we are making the plans as we go along basis each quarter. So, we've got a line of sight for end of the year. In another 3 months, we'll have a rolling plan which sort of addresses the quarter 1 of next year. So, at this point of time, our planning horizon is really for FY '24 only for which I gave you the numbers.\n\nSiddhartha Bera: Got it sir. Thank you.\n\nModerator: The next question is from the line of Pramod Kumar from UBS. Please go ahead.\n\nPramod Kumar: Rakesh and Dinesh, congratulations on a great launch and a good set of business. My first question pertains to the Triumph launch. You guys have been showing the booking numbers and they look encouraging. But what I was looking for was more colour on the customer profile, what you're attracting, just to ensure that it's not kind of cannibalizing your existing""
 ""I mean it's very easy to ramp up the plant capacity because we have 25,000 units per month capacity, ramping up the vendor, which is required. But we are sort of taking it in a very phased manner, both on setting up stores and increasing production.\n\nPramod Kumar: And Rakesh, so clearly, demand has surprised you on the upside and that's good to hear. And on the export side, can you just help us understand how big is the addressable market for a product like this? Because it would be interesting to know will the opportunity be bigger in the domestic market, or it could be equally big on the international side. And will the pricing strategy be led by Bajaj? Or how does that work?""
 'And therefore, at its peak 2, 3 years ago, we were hitting a run rate of 200,000 units per month. We are today at 140,000 which will sort of grow in a gradual manner, and I cannot say the timeline when it will exactly reach 200,000. But I will just say one last thing on this is that in most of the markets, fundamental drivers of demand are intact. The demographics, the current penetration, which in many parts of Africa and Latin America is in single digits compared to triple digits in India. The urbanization, the construction of the road network and the gap between the requirements for mobility and what public transport is giving. So, when the macroeconomics allows, I think that we will see a period of big expansion. Now exactly when\n\nPage 14 of 16\n---\n# Bajaj Auto Limited\n\nJuly 25, 2023\n\nit will come, is very difficult to understand. We just want to be positioned to harness it when it really starts to move up.']","By end of this year, we will be covering almost about 60% of the addressable market through at least one store in the location. ",0.5,0.915770642044914,0.6388888888675925,1.0,Bajaj Auto.csv
How the ramp-up will happen after that?,"The ramp-up will happen gradually based on the build-up observed, with a focus on adding to the capacity as needed. The approach is not for a sudden vertical take-off, but to steadily increase capacity while ensuring outstanding build quality in the product and delivering a differentiated customer experience. The plant capacity of 25,000 units per month is flexible between KTM and Triumph, and the decision on ramping up for October, November, December will be made the following month.","[""I mean it's very easy to ramp up the plant capacity because we have 25,000 units per month capacity, ramping up the vendor, which is required. But we are sort of taking it in a very phased manner, both on setting up stores and increasing production.\n\nPramod Kumar: And Rakesh, so clearly, demand has surprised you on the upside and that's good to hear. And on the export side, can you just help us understand how big is the addressable market for a product like this? Because it would be interesting to know will the opportunity be bigger in the domestic market, or it could be equally big on the international side. And will the pricing strategy be led by Bajaj? Or how does that work?""
 ""Rakesh Sharma: See, our approach is that we cannot deal with the macroeconomics of currency devaluation through change in FOB pricing. Because that just doesn't work out. So, if there have been any pricing changes, they've been more in response to a competitive situation or an opportunity to improve rather than to the macroeconomic condition. So, we will continue with that approach.\n\nSiddhartha Bera: Sir, last question on the Triumph side. So, you said that we plan to expand from 17 to maybe 50 locations in the next few months. Possible to highlight what percentage of the addressable market is this covering? And how the ramp-up will happen after that?""
 ""Rakesh Sharma: You mean to say for Triumph?\n\nPramod Kumar: For Triumph, yes.\n\nRakesh Sharma: Yes, I've mentioned Pramod, but no worry. We are hoping that this quarter, most likely by September, we're aiming for 5,000 units. And exports get added on from October. And we will decide the ramp-up for October, November, December by next month. The plant capacity in Chakan-2, is about 25,000 units per month, which is fungible between KTM and Triumph.\n\nAnd basis the kind of build-up which we are seeing, we will continue to add to the capacity. I just want to say that we are really not looking for a vertical take-off, either in network expansion, nor in plant capacities because our objective is to really put in place processes and capabilities, we deliver an outstanding build quality in the product, and we deliver an outstanding and differentiated customer experience because we see an opportunity in both these things.""
 ""Rakesh Sharma: By end of this year, we will be covering almost about 60% of the addressable market through at least one store in the location. At this point of time, we are making the plans as we go along basis each quarter. So, we've got a line of sight for end of the year. In another 3 months, we'll have a rolling plan which sort of addresses the quarter 1 of next year. So, at this point of time, our planning horizon is really for FY '24 only for which I gave you the numbers.\n\nSiddhartha Bera: Got it sir. Thank you.\n\nModerator: The next question is from the line of Pramod Kumar from UBS. Please go ahead.\n\nPramod Kumar: Rakesh and Dinesh, congratulations on a great launch and a good set of business. My first question pertains to the Triumph launch. You guys have been showing the booking numbers and they look encouraging. But what I was looking for was more colour on the customer profile, what you're attracting, just to ensure that it's not kind of cannibalizing your existing""]","At this point of time, we are making the plans as we go along basis each quarter. So, we've got a line of sight for end of the year. In another 3 months, we'll have a rolling plan which sort of addresses the quarter 1 of next year. ",1.0,0.8707202880657537,0.6388888888675925,1.0,Bajaj Auto.csv
"What I was looking for was more colour on the customer profile, what you're attracting, just to ensure that it's not kind of cannibalizing your existing KTM portfolio or the Dominar portfolio, if you can share some colour on the kind of customers you're getting?","The bookings for the Triumph launch are primarily from a new set of customers, mainly from the 250 to 500cc segment aspirants.","[""Rakesh Sharma: By end of this year, we will be covering almost about 60% of the addressable market through at least one store in the location. At this point of time, we are making the plans as we go along basis each quarter. So, we've got a line of sight for end of the year. In another 3 months, we'll have a rolling plan which sort of addresses the quarter 1 of next year. So, at this point of time, our planning horizon is really for FY '24 only for which I gave you the numbers.\n\nSiddhartha Bera: Got it sir. Thank you.\n\nModerator: The next question is from the line of Pramod Kumar from UBS. Please go ahead.\n\nPramod Kumar: Rakesh and Dinesh, congratulations on a great launch and a good set of business. My first question pertains to the Triumph launch. You guys have been showing the booking numbers and they look encouraging. But what I was looking for was more colour on the customer profile, what you're attracting, just to ensure that it's not kind of cannibalizing your existing""
 ""Page 10 of 16\n---\n# Bajaj Auto Limited\n\nJuly 25, 2023\n\nRakesh Sharma: I must, at the outset, confess, that we have not done a deep dive into the analysis of these bookings which we have received. But basis the qualitative inputs which we have received through sample discussions is that this is an absolutely new set of customers. They are not really from the heartland of, let's say, the Pulsar communities, majority of them are coming from the heartland of the 250 to 500cc segment aspirants.\n\nPramod Kumar: And Rakesh, forgive me if you already shared this in the opening comments, we've been shuffling between two calls, actually. So, if you can just help us understand any quantitative timeline on the ramp-up as to by when do you expect to hit milestones like, say, 5,000 units? Or any timeline you have with you on the production side.\n\nRakesh Sharma: You mean to say for Triumph?\n\nPramod Kumar: For Triumph, yes.""
 ""Dinesh will take you through the details of the financial performance. So let me focus on the business unit performance. Let's start with the exports business unit. The downward trend in volumes that began in Q1 of the previous year appears to have come to a halt. We estimate that industry retails at the global level for our footprint for motorcycles in Q1 are about 2% over Q4, while our retail are 5% up over Q4. In our top 15 markets, accounting for almost 80% of our sales, Motorcycle industry retails grew by 4% compared to Q4, while our retail grew by 7%. Here, I must point out that exports of the premium brands, Pulsar and Dominar grew by over 40% sequentially. In CV too, the market has almost bottomed out, though Q1 retails still remain marginally lower than Q4 retails.""
 ""The Pro-Biking business unit, which now has 3 brands, KTM, Husqvarna and Triumph. The KTM business continues to move up smartly with the higher-end adventure and RC range accounting for more and more of the total sales, thus ensuring a better level of revenue and margin. The 250cc plus range is being driven through product refreshment and a very differentiated riding program called Pro-XP, which is designed to be unique and thrilling.\n---\n# Bajaj Auto Limited\n\nJuly 25, 2023\n\ninvite the riders amongst you to come and experience it once, though it is not for the faint hearted, I must warn you. There's no leisurely chugging along. These are edge of the seat tours.""]","But basis the qualitative inputs which we have received through sample discussions is that this is an absolutely new set of customers. They are not really from the heartland of, let's say, the Pulsar communities, majority of them are coming from the heartland of the 250 to 500cc segment aspirants.",1.0,0.8294807058545244,0.999999999975,1.0,Bajaj Auto.csv
"And on the export side, can you just help us understand how big is the addressable market for a product like this? ","The addressable market for the product is significant, with potential for growth in both domestic and international markets. The pricing strategy is not influenced by macroeconomic factors like currency devaluation but is more responsive to competitive situations and opportunities for improvement.","[""I mean it's very easy to ramp up the plant capacity because we have 25,000 units per month capacity, ramping up the vendor, which is required. But we are sort of taking it in a very phased manner, both on setting up stores and increasing production.\n\nPramod Kumar: And Rakesh, so clearly, demand has surprised you on the upside and that's good to hear. And on the export side, can you just help us understand how big is the addressable market for a product like this? Because it would be interesting to know will the opportunity be bigger in the domestic market, or it could be equally big on the international side. And will the pricing strategy be led by Bajaj? Or how does that work?""
 ""Rakesh Sharma: See, our approach is that we cannot deal with the macroeconomics of currency devaluation through change in FOB pricing. Because that just doesn't work out. So, if there have been any pricing changes, they've been more in response to a competitive situation or an opportunity to improve rather than to the macroeconomic condition. So, we will continue with that approach.\n\nSiddhartha Bera: Sir, last question on the Triumph side. So, you said that we plan to expand from 17 to maybe 50 locations in the next few months. Possible to highlight what percentage of the addressable market is this covering? And how the ramp-up will happen after that?""
 ""Anjali: Thank you sir.\n\nModerator: The next question is from the line of Mitul Shah from DAM Capital. Please go ahead.\n\nMitul Shah: My question is on export side. On a medium- to longer-term perspective, so as we understand, there are lots of uncertainties in various markets. So next 2 or 3 quarters we may not see the peak level of volumes which we have seen in past few years. So, what is your understanding in terms of whether it will come back by end of this financial year or next year or it may be even like more than 2 years kind of a situation because of the lot of industry dynamics change in all those markets.\n\nAnd second question, if you can give more details, whether it's a question related to the affordability for the consumer because of the price hike we have taken due to this material cost in last 1, 1.5 years, or it is a question of forex primarily. These are the two questions, sir.""
 ""Pramod Kumar: And last one on the margin trajectory. Now that exports have started to see some progress, led by Africa. and the fact that the model mix will have its own impact because of that. So how should, Dinesh, we look at profitability, which has been quite solid actually at these levels. So how should one look at profitability going forward for the company? And especially given that there will be EV volumes as well, which may not be that margin accretive or potentially negative margins. So how should one look at the profitability trajectory from here?\n\nDinesh Thapar: Yes, Pramod. So, let's look ahead. I think price versus cost, you just heard me mention that on the price versus cost equation, I think it's all right because commodity is not requiring us to look at pricing. Of course, we look at pricing, if at all, there are opportunities that come our way, given the competitive positioning.""]","This is an absolutely new segment in most of these markets for Triumph and for Triumph dealers, internationally.",0.25,0.9272788219087864,0.9999999999,0.0,Bajaj Auto.csv
Will the pricing strategy be led by Bajaj or how does that work?,"The pricing strategy will be influenced by factors such as inflation and local currency devaluation, which have led to price increases. This has impacted demand, but historically, prices have eventually been accepted by the market after an initial adjustment period.","[""Rakesh Sharma: See, our approach is that we cannot deal with the macroeconomics of currency devaluation through change in FOB pricing. Because that just doesn't work out. So, if there have been any pricing changes, they've been more in response to a competitive situation or an opportunity to improve rather than to the macroeconomic condition. So, we will continue with that approach.\n\nSiddhartha Bera: Sir, last question on the Triumph side. So, you said that we plan to expand from 17 to maybe 50 locations in the next few months. Possible to highlight what percentage of the addressable market is this covering? And how the ramp-up will happen after that?""
 ""I mean it's very easy to ramp up the plant capacity because we have 25,000 units per month capacity, ramping up the vendor, which is required. But we are sort of taking it in a very phased manner, both on setting up stores and increasing production.\n\nPramod Kumar: And Rakesh, so clearly, demand has surprised you on the upside and that's good to hear. And on the export side, can you just help us understand how big is the addressable market for a product like this? Because it would be interesting to know will the opportunity be bigger in the domestic market, or it could be equally big on the international side. And will the pricing strategy be led by Bajaj? Or how does that work?""
 ""Page 14 of 16\n---\n# Bajaj Auto Limited\n\nJuly 25, 2023\n\nit will come, is very difficult to understand. We just want to be positioned to harness it when it really starts to move up.\n\nIn terms of the pricing, yes, inflation and local currency devaluation have increased the prices. And that is one of the things which has dampened demand. But over a period of time, we have seen like we've seen in India also, like demand takes a few quarters to start to come back. I mean we had an issue of COVID in the middle, but if you see that the prices in India has gone up by 35% to 40% over a period of 3 years. And then it gets digested, salaries get adjusted and then people start to accept the new pricing.""
 ""Page 10 of 16\n---\n# Bajaj Auto Limited\n\nJuly 25, 2023\n\nRakesh Sharma: I must, at the outset, confess, that we have not done a deep dive into the analysis of these bookings which we have received. But basis the qualitative inputs which we have received through sample discussions is that this is an absolutely new set of customers. They are not really from the heartland of, let's say, the Pulsar communities, majority of them are coming from the heartland of the 250 to 500cc segment aspirants.\n\nPramod Kumar: And Rakesh, forgive me if you already shared this in the opening comments, we've been shuffling between two calls, actually. So, if you can just help us understand any quantitative timeline on the ramp-up as to by when do you expect to hit milestones like, say, 5,000 units? Or any timeline you have with you on the production side.\n\nRakesh Sharma: You mean to say for Triumph?\n\nPramod Kumar: For Triumph, yes.""]","On the pricing front, the pricing is led by Triumph in their markets. And of course, there is a consultation, but really the lead person is Triumph like for Indian market, the lead is with us, of course, in consultation by Triumph.",1.0,0.8523246458955508,0.499999999975,0.0,Bajaj Auto.csv
"And on pricing, Rakesh, how are they priced compared to the CNG and other alternative fuel vehicles?","The electric passenger vehicles are priced at around INR3 lakh, while the CNG vehicles are priced at around INR2 lakh.","[""We earlier had a plan that we'd probably keep it at a very low key for 3 to 6 months. But this has given us confidence that we can scale up earlier. So, we will start to scale up in a phased manner from September onwards itself, I think. We'll take the final call in August first week or something like that. And we will first attack the markets where ICE, including CNG is not permitted.\n\nOut of 1,000 RTOs in India, about 300 have restrictions or partial restrictions. We will attack these 300, first. Because this gives us entry into a market where we don't have any access right now.\n\nPramod Kumar: And on pricing, Rakesh, how are they priced compared to the CNG and other alternative fuel vehicles?\n\nPage 12 of 16\n---\n# Bajaj Auto Limited\n\nJuly 25, 2023\n\nRakesh Sharma: It's about INR3 lakh and INR2 lakh kind of a thing. INR3 lakh for the electric passenger and INR2 lakh for the CNG vehicle. This is ESRP post-FAME, so INR3.06 lakh ESRP post-FAME, and RE passenger is INR2.33 lakh.""
 ""Pramod Kumar: And on the electric 3-wheelers, we see that you already started dispatching some numbers in select states. So just if you can help us understand how the pricing is because I don't think there was any public press release of filing by you guys. So, can you just help us understand how are you to price that, the passenger, and the cargo variants? And what are the key specs?\n\nAnd how is the customer response because what we are seeing is that your CNG 3-wheeler portfolio is also doing very, very well, right? So, I just wanted to understand how is the response to the electric 3-wheeler side and given your assessment so far, do you expect any rapid transition to electric 3-wheelers within your portfolio, or it's going to be more CNG led for the near to medium term?""
 ""Rakesh Sharma: We launched the passenger electric version in Agra, which is an important market for the passenger, and we launched the cargo version in Pune. And just to ensure that we capture all the use cases in the field, and we ensure that we deliver a very reliable and stable product when we scale up. We have received an outstanding response, particularly on the passenger side, which is the larger opportunity.\n\nOn the most important aspect, which is the range because the commercial driver, for him, range is very important because that's how they max their daily earnings. And it has exceeded expectations. We are very happy that we have not encountered any big issues in all the other parameters. There are certain niggling things here and there, which we have to fix.""
 ""Rakesh Sharma: See, our approach is that we cannot deal with the macroeconomics of currency devaluation through change in FOB pricing. Because that just doesn't work out. So, if there have been any pricing changes, they've been more in response to a competitive situation or an opportunity to improve rather than to the macroeconomic condition. So, we will continue with that approach.\n\nSiddhartha Bera: Sir, last question on the Triumph side. So, you said that we plan to expand from 17 to maybe 50 locations in the next few months. Possible to highlight what percentage of the addressable market is this covering? And how the ramp-up will happen after that?""]","It's about INR3 lakh and INR2 lakh kind of a thing. INR3 lakh for the electric passenger and INR2 lakh for the CNG vehicle. This is ESRP post-FAME, so INR3.06 lakh ESRP post-FAME, and RE passenger is INR2.33 lakh.",1.0,0.9183797812864596,0.9999999999666668,0.6666666666666666,Bajaj Auto.csv
How should one look at profitability going forward for the company?,"One should consider the balance between price and cost, operating leverage as business grows, potential mix headwinds from EV volumes and exports, and the management of the price versus cost equation to assess profitability going forward for the company.","[""Pramod Kumar: And last one on the margin trajectory. Now that exports have started to see some progress, led by Africa. and the fact that the model mix will have its own impact because of that. So how should, Dinesh, we look at profitability, which has been quite solid actually at these levels. So how should one look at profitability going forward for the company? And especially given that there will be EV volumes as well, which may not be that margin accretive or potentially negative margins. So how should one look at the profitability trajectory from here?\n\nDinesh Thapar: Yes, Pramod. So, let's look ahead. I think price versus cost, you just heard me mention that on the price versus cost equation, I think it's all right because commodity is not requiring us to look at pricing. Of course, we look at pricing, if at all, there are opportunities that come our way, given the competitive positioning.""
 ""Rakesh Sharma: See, our approach is that we cannot deal with the macroeconomics of currency devaluation through change in FOB pricing. Because that just doesn't work out. So, if there have been any pricing changes, they've been more in response to a competitive situation or an opportunity to improve rather than to the macroeconomic condition. So, we will continue with that approach.\n\nSiddhartha Bera: Sir, last question on the Triumph side. So, you said that we plan to expand from 17 to maybe 50 locations in the next few months. Possible to highlight what percentage of the addressable market is this covering? And how the ramp-up will happen after that?""
 ""But let me say price versus cost seems well balanced out at the moment. And then you got to look at the two other factors, which is essentially operating leverage. So as business builds back, as volumes grow and as revenues start to build back there is an element of operating leverage that will come in. But yes, there could be a potential drag on mix coming in from our stated ambition and aspiration to grow the EV Chetak.\n\nAnd as exports and Boxers start to come back. So, there could be mix headwinds that we will see as we look forward. But we will also hope to see some amount of operating leverage that will come in, as business starts to build back. So, on balance, I'd say that the margin situation is something that we will need to continue to manage and look to delivering at these levels, whilst we navigate some amount of mix headwinds, but hoping that part of that gets managed through operating leverage, whilst we dynamically manage the price versus cost equation.""
 'Siddhartha Bera: Thanks for the detailed commentary on the demand outlook across segments. Sir, my first question is on the gross margin side. So, if you see on a quarter-on-quarter basis, the margins have come off by about 200 bps. So, if you can first sort of help us understand the impact from various segments, like you said there was one negative mix impact and commodity cost as well, so if you can break it up into the similar segments which has led to this impact?\n\nAnd second is on the price hikes, any price hikes you have taken in the current quarter, in Q2 after the first quarter, which maybe should help the margins going ahead?']","But let me say price versus cost seems well balanced out at the moment. And then you got to look at the two other factors, which is essentially operating leverage. So as business builds back, as volumes grow and as revenues start to build back there is an element of operating leverage that will come in. But yes, there could be a potential drag on mix coming in from our stated ambition and aspiration to grow the EV Chetak. And as exports and Boxers start to come back. So, there could be mix headwinds that we will see as we look forward.",1.0,1.0,0.8055555555287036,1.0,Bajaj Auto.csv
What is the expected percentage company is looking –for the end of the year?,The expected percentage the company is looking for by the end of the year is between 3% to 4%.,"[""So anywhere between, let's say, 3% to 4% is what we would like to have seen it by the end of the year, doubling from the current 2%. But like I said, there is the new subsidy regime. There's a new normal that has to emerge. When you look at the EV market volumes from VAHAN, let's say, as an example, July run rates at the moment on EV 2-wheelers, looks very different from what it did in the pre-subsidy regime change. So, we need to wait and see how that plays out. But let me leave you with the thought –that it could be anywhere between 2% to 4%.\n\nAnjali: Thank you sir.\n\nModerator: The next question is from the line of Mitul Shah from DAM Capital. Please go ahead.""
 ""Rakesh Sharma: By end of this year, we will be covering almost about 60% of the addressable market through at least one store in the location. At this point of time, we are making the plans as we go along basis each quarter. So, we've got a line of sight for end of the year. In another 3 months, we'll have a rolling plan which sort of addresses the quarter 1 of next year. So, at this point of time, our planning horizon is really for FY '24 only for which I gave you the numbers.\n\nSiddhartha Bera: Got it sir. Thank you.\n\nModerator: The next question is from the line of Pramod Kumar from UBS. Please go ahead.\n\nPramod Kumar: Rakesh and Dinesh, congratulations on a great launch and a good set of business. My first question pertains to the Triumph launch. You guys have been showing the booking numbers and they look encouraging. But what I was looking for was more colour on the customer profile, what you're attracting, just to ensure that it's not kind of cannibalizing your existing""
 ""Pramod Kumar: Thanks Dinesh and Rakesh. Wish you all the best.\n\nModerator: The next question is from the line of Anjali from State Bank of India. Please go ahead.\n\nAnjali: I'm Anjali from State Bank of India, congratulations on the excellent results. I just wanted to understand what the percentage of electric vehicle of the sales is at present. And what is the expected percentage company is looking –for the end of the year?\n\nDinesh Thapar: Anjali, to give you a sense, we currently have sold about 20,000 units of Chetak, and a few hundred of our electric 3-wheelers that we just launched. So, that's about 2% when you look at it in the context of about 1 million units that we sell per quarter, right? So current run rate is 2% electric vehicles, pretty much most of it, electric 2-wheelers, a few hundred like I said 3-wheelers.""
 ""Where do we expect to see it by the end of the year? Look, I think there's a significant reset that has happened on the FAME subsidy policy, effective 1st of June. We need to wait and see the new normal of this market and as it emerges. Had it not been for this, our internal\n\nPage 13 of 16\n---\n# Bajaj Auto Limited\n\nJuly 25, 2023\n\nAspiration would have been to try and get this to a milestone of about 10,000 units of Chetak per month. And then, of course, depending on the very encouraging response that we've received on the electric 3-wheeler to start looking to expand out, essentially quarter 3 onwards.""]","I think there's a significant reset that has happened on the FAME subsidy policy, effective 1st of June. We need to wait and see the new normal of this market and as it emerges. Had it not been for this, our internal aspiration would have been to try and get this to a milestone of about 10,000 units of Chetak per month. So anywhere between, let's say, 3% to 4% is what we would like to have seen it by the end of the year, doubling from the current 2%.",1.0,0.0,0.999999999975,1.0,Bajaj Auto.csv
"Would we say that ROA that we touched, the highest in the history in this quarter? ","Yes, the ROA touched in this quarter was the highest in history.","[""It's a little new normal that the credit models must optimize for, is the only point I would make. It's something that has coming back from a competitiveness standpoint or for a level of supply side outlook has not been experienced for a long, long time. So that's the only thing that we are watching for and acting on. In a nuanced manner, I must say, to ensure we stay out of trouble, but remain in the game. So that's what I would say, Bharat bhai.\n\nBharat Shah: Okay. And if I have to -- you have already guided for credit costs during the -- and you already mentioned about generally kind of expectation of the asset built-up also for the year. The way they've been managed in terms of cost to the income ratio. Would we say that ROA that we touched, the highest in the history in this quarter? With all the moving parts, net-net, ROA were driven at similar or better level?""
 ""Bharat Shah: Yes, Rajeev, a remarkable quarter in every respect. In a quarter way, the highest new loans book, highest acquisition of new customers.\n\nModerator: Sir, sorry, but your voice is not coming. It's little muffled.\n\nRajeev Jain: No, It's clear, it's clear, it's clear. It's clear to me at least.\n\nBharat Shah: Okay. I was just saying that remarkable performance in many, many respects, where highest asset booked during the quarter with the new customer acquisition, as well as new loans booked. And despite the fact that interest rates have been firming up, which for in NBFC of your nature, a bit more difficult because loans being relatively more of the fixed nature and yet, we have seen among the most efficient expense management, lowest credit cost and highest ROA. So in this very perfect-looking board, kind of a 10 out of 10 kind of a picture, what are the trouble spots or the areas of concern?""
 ""Jumping right to Page 4, quickly on executive summary. I would say, reasonably very good quarter, so excellent quarter, as you can see, I've written there, across all financial and portfolio metrics, delivered highest ever AUM growth of INR22,718 crores, booked 9.94 million loans. So day is not far when you're looking 10 million loans in a quarter. Book -- added 3.84 million new customers in Q1. Overall, app itself now has 40 million customers in terms of net users. MAUs are now touching 20 million to 23 million in a month. AUM came in at INR270,000 crores, growth of 32%. Opex to NIM continued to slide down slowly, came in at 34%. PAT, growth of 32% at INR3,437 crores. ROE, just a tad below 24.5% on an annualized basis. Net NPA at 31 basis points.""
 ""Rajeev Jain: Yes, so one of the things, Bharat bhai, that we've done as part of the Q1, because you don't want to be conservative, we don't want to be ultra-aggressive. For many years, our guidance was a\n---\n# Bajaj Finance Limited\n\nJuly 26, 2023\n\n19% to 21% ROE. When I look at '19, '20, we were delivering 23%, 24% ROE. When I look at '23, I look at 23.5% ROE. When I look at the Q1, the number is 24.5% ROE. So principally, we think that the business model is organized from a structural standpoint from 19% to 21%, to 21% to 23% ROE, is how -- and when we have started to now share annually, our long-range guidance, virtually, our strategic frame is out there in the -- as an open book, example, people to execute on. That's the only difference.""]","Yes, so one of the things, Bharat bhai, that we've done as part of the Q1, because you don't want to be conservative, we don't want to be ultra-aggressive. For many years, our guidance was a 19% to 21% ROE. When I look at '19, '20, we were delivering 23%, 24% ROE. When I look at '23, I look at 23.5% ROE. When I look at the Q1, the number is 24.5% ROE.",1.0,0.9655945612300232,0.999999999975,0.0,Bajaj Finance.csv
"So going forward, is it more like 30 basis points or thereabouts remaining for the next three quarters and we still stay at 10% plus kind of NIM for the year?","Going forward, it is expected that there will be around 30 basis points or thereabouts of contraction in the Net Interest Margin (NIM) for the next three quarters. Despite this contraction, the aim is to maintain a NIM of 10% or higher for the year.","[""Sandeep Jain:    INR10,000 crores for the repo linked.\n\nPiran Engineer:  INR10,000 crores. Okay. That's good enough.\n\nRajeev Jain:     It's a fair question. Sandeep can provide you details.\n\nPiran Engineer:  Sure. I'll touch base with him.\n\nRajeev Jain:     Yes.\n\nModerator:       Thank you. Next question is from the line of Gaurav Singhal from Aspex Management. Please\ngo ahead.\n\nGaurav Singhal:  So you mentioned that NIM is expected to contract further for the balance of this year. So\nassuming the rates stay where they are, can you give us some sense of, is it more of like --\nbecause this quarter is not that much, it's less than 10 basis points of contraction. So going\nforward, is it more like 30 basis points or thereabouts remaining for the next three quarters and\nwe still stay at 10% plus kind of NIM for the year? If you can give some thoughts on that,\nassuming repo rates stay where they are, that'll be very helpful. Thank you.""
 ""Liquidity buffer continues to remain strong at INR12,700 crores, keeps hovering between INR12,000 crores and INR15,000 crores in any quarter. That's really where it is. Cost of funds, which is slowly rising in the last 2 quarters, continues to rise. It came in at 7.61%, an increase of 22 basis points. Overall, reasonably strong ALM. We have demonstrated over the last 4 quarters itself. And the diversified balance sheet profile. The net impact of NII, sequentially if you look at, it was 11 basis points. So cost of funds is actually overall more in the last 3 quarters, Sandeep bhai, at 60 basis points?\n\nSandeep Jain: Yes. Little more.\n\nRajeev Jain: Little more than that. So I mean, 60 plus 22, actually 82 basis points and the NII impact has been 30-35 basis points. We continue to expect gradual moderation in this, as the balance 3 quarters go by. Hopefully, sometime in FY '25, we'll start to see a reversal as well.""
 'As we look at the full year on account of majorly the re-pricing of old borrowing at higher rate,\nas they come for replacement, and our ability to not be able to incrementally pass on the cost of\nfund burden to customer because the pricing is almost at pre-COVID level. We expect about 10\nbasis point to 15 basis point compression for at least two quarters and then of course, depending\non where the interest rates -- yes, two quarters each, which is Q2 and Q3, and depending on\nwhere the environment is for the next two quarter, we can provide further guidance on Q4.\n\nRajeev Jain:     So 11 basis points, Gaurav, in Q1, another 15 --\n\nSandeep Jain:    10 basis points to 15 basis points.\n\nPage 10 of 18\n---\n# Bajaj Finance Limited\n\nJuly 26, 2023\n\nRajeev Jain: 10 basis points to 15 basis points each in Q2 and Q3 and hopefully, things settles there on.\n\nSandeep Jain: Yes.'
 ""Page 10 of 18\n---\n# Bajaj Finance Limited\n\nJuly 26, 2023\n\nRajeev Jain: 10 basis points to 15 basis points each in Q2 and Q3 and hopefully, things settles there on.\n\nSandeep Jain: Yes.\n\nGaurav Singhal: Got it. And then so I guess as a follow-up, so 1 lever to offset the impact of NIM in this quarter has been the operating leverage. So is this something that -- would it be fair to assume that this continues going for the rest of the year as well, going forward as well?\n\nSandeep Jain: I guess, Gaurav, you'll see it coming, throughout the year. It will be slow but steady is what I can tell you.\n\nRajeev Jain: Yes, I agree. Absolutely.\n\nModerator: Thank you. Next question is from the line of Kuntal Shah from Oaklane Capital. Please go ahead.""]","We expect about 10 basis point to 15 basis point compression for at least two quarters and then of course, depending on where the interest rates -- yes, two quarters each, which is Q2 and Q3, and depending on where the environment is for the next two quarter, we can provide further guidance on Q4.",0.0,0.9590238101599994,0.999999999975,1.0,Bajaj Finance.csv
